Science,80,1
Economy,49,2
Family,54,3
Cancer,40,1
Food,32,2
Oceans,49,1
Gender,37,3
Education,42,2
Language,29,2
Politics,44,2
Skills,20,3
Urbanization,30,2
Technology,53,1
Energy,29,1
Brains,30,1
Emotions,77,3
Math,22,1
Space,29,1
Robotics,39,1
Data,26,1
Music,31,3
Genetics,36,1
Games,22,2
Physics,24,1
Love,66,3
